timestamp,log_level,thread,class,line,message_clean,date
2025-09-10T13:35:42.804Z,INFO,Thread-10,org.apache.spark.metrics.source.StageSkewness,10153,[Observability] Skewness metric using Skewness Factor = 5,2025-09-10
2025-09-10T13:35:42.805Z,INFO,Thread-10,org.apache.spark.metrics.source.ObservabilityTaskInfoRecorderListener,10154,PerformanceMetricsSource is initiated,2025-09-10
2025-09-10T13:35:42.805Z,INFO,Thread-10,com.amazonaws.services.glue.GlueContext,10154,ObservabilityMetrics configured and enabled,2025-09-10
2025-09-10T13:35:42.833Z,INFO,Thread-10,com.amazonaws.services.glue.util.Job$,10182,runId Method is Invoked,2025-09-10
2025-09-10T13:35:42.834Z,INFO,Thread-10,com.amazonaws.services.glue.util.Job$,10183,Job run ID under runId method is jr_abeec7a629dbdd0b2a85341d68fc44240c90423c19d39a89788cb1e38c7c826d,2025-09-10
2025-09-10T13:35:42.867Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory,10216,"Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)",2025-09-10
2025-09-10T13:35:42.868Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory,10217,Set initial getObject socket timeout to 2000 ms.,2025-09-10
2025-09-10T13:35:42.870Z,INFO,Thread-10,com.amazonaws.services.glue.util.FileListPersistence,10219,create FileListPersistence with conf: fs.s3.serverSideEncryption.kms.keyId: None,2025-09-10
2025-09-10T13:35:42.872Z,INFO,Thread-10,com.amazonaws.services.glue.utils.EndpointConfig$,10221,STAGE is prod,2025-09-10
2025-09-10T13:35:42.873Z,INFO,Thread-10,com.amazonaws.services.glue.utils.EndpointConfig$,10222,"Endpoints: {credentials_provider=com.amazonaws.auth.DefaultAWSCredentialsProviderChain, glue.endpoint=https://glue.us-east-1.amazonaws.com, lakeformation.endpoint=https://lakeformation.us-east-1.amazonaws.com, jes.endpoint=https://glue-jes-prod.us-east-1.amazonaws.com, region=us-east-1}",2025-09-10
2025-09-10T13:35:42.900Z,INFO,Thread-10,com.amazonaws.services.glue.util.AvroReaderUtil$,10249,Creating default Avro field parser for version 1.7.,2025-09-10
2025-09-10T13:35:43.061Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,10410,"Block broadcast_0 stored as values in memory (estimated size 243.0 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.156Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,10505,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 40.6 KiB, actual size: 40.6 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.159Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,10508,"Added broadcast_0_piece0 in memory on 172.39.49.172:37387 (size: 40.6 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.165Z,INFO,Thread-10,org.apache.spark.SparkContext,10514,Created broadcast 0 from broadcast at DynamoConnection.scala:55,2025-09-10
2025-09-10T13:35:43.178Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,10527,"Block broadcast_1 stored as values in memory (estimated size 243.0 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.221Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,10570,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 40.6 KiB, actual size: 40.6 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.230Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,10579,"Added broadcast_1_piece0 in memory on 172.39.49.172:37387 (size: 40.6 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.234Z,INFO,Thread-10,org.apache.spark.SparkContext,10583,Created broadcast 1 from broadcast at DynamoConnection.scala:55,2025-09-10
2025-09-10T13:35:43.236Z,INFO,Thread-10,com.amazonaws.services.glue.util.JobBookmark$,10585,"jobbookmark is not enabled, do not init AWSGlueJobBookMarkService",2025-09-10
2025-09-10T13:35:43.246Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,10595,"Removed broadcast_0_piece0 on 172.39.49.172:37387 in memory (size: 40.6 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:43.257Z,INFO,Thread-10,com.amazonaws.services.glue.GlueContext,10606,Glue secret manager integration: secretId is not provided.,2025-09-10
2025-09-10T13:35:43.829Z,INFO,Thread-10,com.amazonaws.services.glue.GlueContext,11178,The DataSource in action : com.amazonaws.services.glue.HadoopDataSource,2025-09-10
2025-09-10T13:35:43.845Z,TRACE,Thread-10,com.amazonaws.services.glue.HadoopDataSource,11194,DataSource - compression type from source options used: none,2025-09-10
2025-09-10T13:35:43.872Z,INFO,Thread-10,com.amazonaws.services.glue.hadoop.PartitionFilesListerUsingBookmark,11221,"IncompletePartitionFilter(partitionCreationEpoch=0, incompletePartition=)",2025-09-10
2025-09-10T13:35:43.873Z,INFO,Thread-10,com.amazonaws.services.glue.hadoop.PartitionFilesListerUsingBookmark,11222,"newPartitionFilter(partitionCreationEpoch=0, oldPartitions=Set())",2025-09-10
,"",Thread-10,com.amazonaws.services.glue.hadoop.PartitionFilesListerUsingBookmark,11222,UnprocessedPartitionFilter(partitionCreationEpoch=0,
2025-09-10T13:35:43.874Z,INFO,Thread-10,com.amazonaws.services.glue.hadoop.PartitionFilesListerUsingBookmark,11223,"last job run range: low inconsistency range begin: 1970-01-01T00:00:00Z,",2025-09-10
2025-09-10T13:35:43.929Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory,11278,"Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)",2025-09-10
2025-09-10T13:35:43.930Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory,11279,Set initial getObject socket timeout to 2000 ms.,2025-09-10
2025-09-10T13:35:44.476Z,INFO,ForkJoinPool-2-worker-1,com.amazonaws.services.glue.hadoop.PartitionFilesListerUsingBookmark,11825,"After initial job bookmarks filter, processing 100.00% of 1 files in partition DynamicFramePartition(com.amazonaws.services.glue.DynamicRecord@a0139eb8,s3://data-engineering-task-bucket/ncr_ride_bookings.csv,0).",2025-09-10
2025-09-10T13:35:44.478Z,TRACE,Thread-10,com.amazonaws.services.glue.HadoopDataSource,11827,DataSource - grouping_none,2025-09-10
2025-09-10T13:35:44.479Z,INFO,Thread-10,com.amazonaws.services.glue.HadoopDataSource,11828,"nonSplittable: false, disableSplitting: false, catalogCompressionNotSplittable: false, groupFilesTapeOption: none, format: csv, isColumnar: false",2025-09-10
2025-09-10T13:35:44.515Z,INFO,Thread-10,com.hadoop.compression.lzo.GPLNativeCodeLoader,11864,Loaded native gpl library,2025-09-10
2025-09-10T13:35:44.520Z,INFO,Thread-10,com.hadoop.compression.lzo.LzoCodec,11869,Successfully loaded & initialized native-lzo library [hadoop-lzo rev 049362b7cf53ff5f739d6b1532457f2c6cd495e8],2025-09-10
2025-09-10T13:35:44.657Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,12006,"Block broadcast_2 stored as values in memory (estimated size 245.7 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:44.669Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,12018,"Removed broadcast_1_piece0 on 172.39.49.172:37387 in memory (size: 40.6 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:44.692Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,12041,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 41.8 KiB, actual size: 41.8 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:44.693Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,12042,"Added broadcast_2_piece0 in memory on 172.39.49.172:37387 (size: 41.8 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:44.699Z,INFO,Thread-10,org.apache.spark.SparkContext,12048,Created broadcast 2 from newAPIHadoopRDD at DataSource.scala:440,2025-09-10
2025-09-10T13:35:44.756Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,12105,DynamicFrame - create,2025-09-10
2025-09-10T13:35:44.862Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,12211,DynamicFrame - applyMapping,2025-09-10
2025-09-10T13:35:45.032Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,12381,DynamicFrame - create,2025-09-10
2025-09-10T13:35:45.048Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,12397,DynamicFrame - toDF,2025-09-10
2025-09-10T13:35:45.208Z,INFO,Thread-10,org.apache.spark.sql.internal.SharedState,12557,"spark.sql.warehouse.dir is not set, but hive.metastore.warehouse.dir is set. Setting spark.sql.warehouse.dir to the value of hive.metastore.warehouse.dir.",2025-09-10
2025-09-10T13:35:45.212Z,INFO,Thread-10,org.apache.spark.sql.internal.SharedState,12561,Warehouse path is 'file:/tmp/spark-warehouse'.,2025-09-10
2025-09-10T13:35:48.619Z,INFO,Thread-10,org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator,15968,Code generated in 350.186655 ms,2025-09-10
2025-09-10T13:35:48.676Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,16025,DynamicFrame - create,2025-09-10
2025-09-10T13:35:48.695Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,16044,DynamicFrame - toDF,2025-09-10
2025-09-10T13:35:48.871Z,INFO,Thread-10,com.amazonaws.services.dataquality.EvaluateDataQuality$,16220,Starting Evaluate Data Quality Run jr_abeec7a629dbdd0b2a85341d68fc44240c90423c19d39a89788cb1e38c7c826d for job: Uber_ride_feature_engieering,2025-09-10
2025-09-10T13:35:49.049Z,INFO,Thread-10,com.amazonaws.glue.ml.dataquality.dqdl.model.condition.number.NumberBasedCondition,16398,Evaluating condition for rule: ColumnCount > 0,2025-09-10
2025-09-10T13:35:49.050Z,INFO,Thread-10,com.amazonaws.glue.ml.dataquality.dqdl.model.condition.number.NumberBasedCondition,16399,17.0 > 0.0? true,2025-09-10
2025-09-10T13:35:50.377Z,INFO,dispatcher-CoarseGrainedScheduler,org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint,17726,"Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.35.6.172:57040) with ID 1,  ResourceProfileId 0",2025-09-10
2025-09-10T13:35:50.379Z,INFO,dispatcher-CoarseGrainedScheduler,org.apache.spark.executor.ExecutorLogUrlHandler,17728,Fail to renew executor log urls: some of required attributes are missing in app's event log.. Required: Set(CONTAINER_ID) / available: Set(). Falling back to show app's original log urls.,2025-09-10
2025-09-10T13:35:50.381Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.ExecutorEventListener,17730,Got executor added event for 1 @ 1757511350379,2025-09-10
2025-09-10T13:35:50.382Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator,17731,connected executor 1,2025-09-10
2025-09-10T13:35:50.456Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerMasterEndpoint,17805,"Registering block manager 172.35.6.172:40777 with 5.8 GiB RAM, BlockManagerId(1, 172.35.6.172, 40777, None)",2025-09-10
2025-09-10T13:35:50.788Z,INFO,dispatcher-CoarseGrainedScheduler,org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint,18137,"Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.36.232.66:50532) with ID 2,  ResourceProfileId 0",2025-09-10
2025-09-10T13:35:50.789Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.ExecutorEventListener,18138,Got executor added event for 2 @ 1757511350789,2025-09-10
2025-09-10T13:35:50.789Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator,18138,connected executor 2,2025-09-10
2025-09-10T13:35:50.857Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerMasterEndpoint,18206,"Registering block manager 172.36.232.66:46411 with 5.8 GiB RAM, BlockManagerId(2, 172.36.232.66, 46411, None)",2025-09-10
2025-09-10T13:35:50.918Z,INFO,Thread-10,org.apache.spark.sql.execution.SQLExecution,18267,Generating and posting SparkListenerSQLExecutionObfuscatedInfo...,2025-09-10
2025-09-10T13:35:50.921Z,INFO,Thread-10,org.apache.spark.sql.execution.SQLExecution,18270,Posted SparkListenerSQLExecutionObfuscatedInfo in 3 ms,2025-09-10
2025-09-10T13:35:51.676Z,INFO,dispatcher-CoarseGrainedScheduler,org.apache.spark.scheduler.cluster.glue.JESSchedulerBackend$JESAsSchedulerBackendEndpoint,19025,"Registered executor NettyRpcEndpointRef(spark-client://Executor) (172.34.197.149:44190) with ID 3,  ResourceProfileId 0",2025-09-10
2025-09-10T13:35:51.677Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.ExecutorEventListener,19026,Got executor added event for 3 @ 1757511351677,2025-09-10
2025-09-10T13:35:51.678Z,INFO,spark-listener-group-shared,org.apache.spark.scheduler.cluster.glue.allocator.ExecutorTaskAllocator,19027,connected executor 3,2025-09-10
2025-09-10T13:35:51.756Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerMasterEndpoint,19105,"Registering block manager 172.34.197.149:46121 with 5.8 GiB RAM, BlockManagerId(3, 172.34.197.149, 46121, None)",2025-09-10
2025-09-10T13:35:51.877Z,INFO,Thread-10,org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator,19226,Code generated in 81.1153 ms,2025-09-10
2025-09-10T13:35:52.036Z,INFO,Thread-10,org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator,19385,Code generated in 39.991893 ms,2025-09-10
2025-09-10T13:35:52.070Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,19419,DynamicFrame - create,2025-09-10
2025-09-10T13:35:52.172Z,INFO,Thread-10,org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator,19521,Code generated in 34.492877 ms,2025-09-10
2025-09-10T13:35:52.183Z,TRACE,Thread-10,com.amazonaws.services.glue.DynamicFrame,19532,DynamicFrame - create,2025-09-10
2025-09-10T13:35:52.185Z,INFO,Thread-10,com.amazonaws.services.glue.GlueContext,19534,Glue secret manager integration: secretId is not provided.,2025-09-10
2025-09-10T13:35:52.187Z,TRACE,Thread-10,com.amazonaws.services.glue.GlueContext,19536,datasink_s3 is used.,2025-09-10
2025-09-10T13:35:52.267Z,INFO,Thread-10,com.amazonaws.services.glue.GlueContext,19616,The DataSink in action for the given format/connectionType (s3) is com.amazonaws.services.glue.sinks.HadoopDataSink,2025-09-10
2025-09-10T13:35:52.437Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.guice.DefaultAWSCredentialsProviderFactory,19786,"Unable to create provider using constructor: DefaultAWSCredentialsProviderChain(java.net.URI, org.apache.hadoop.conf.Configuration)",2025-09-10
2025-09-10T13:35:52.441Z,INFO,Thread-10,com.amazon.ws.emr.hadoop.fs.util.ClientConfigurationFactory,19790,Set initial getObject socket timeout to 2000 ms.,2025-09-10
2025-09-10T13:35:52.460Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,19809,"Block broadcast_3 stored as values in memory (estimated size 24.0 B, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.463Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,19812,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 89.0 B, actual size: 89.0 B, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.464Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,19813,"Added broadcast_3_piece0 in memory on 172.39.49.172:37387 (size: 89.0 B, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.471Z,INFO,Thread-10,org.apache.spark.SparkContext,19820,Created broadcast 3 from broadcast at HadoopDataSink.scala:207,2025-09-10
2025-09-10T13:35:52.484Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,19833,"Block broadcast_4 stored as values in memory (estimated size 88.0 B, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.489Z,INFO,Thread-10,org.apache.spark.storage.memory.MemoryStore,19838,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 315.0 B, actual size: 315.0 B, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.490Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,19839,"Added broadcast_4_piece0 in memory on 172.39.49.172:37387 (size: 315.0 B, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.491Z,INFO,Thread-10,org.apache.spark.SparkContext,19840,Created broadcast 4 from broadcast at HadoopDataSink.scala:213,2025-09-10
2025-09-10T13:35:52.541Z,INFO,Thread-10,org.apache.spark.SparkContext,19890,Starting job: runJob at GlueParquetHadoopWriter.scala:176,2025-09-10
2025-09-10T13:35:52.563Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,19912,Got job 0 (runJob at GlueParquetHadoopWriter.scala:176) with 1 output partitions,2025-09-10
2025-09-10T13:35:52.564Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,19913,Final stage: ResultStage 0 (runJob at GlueParquetHadoopWriter.scala:176),2025-09-10
2025-09-10T13:35:52.564Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,19913,Parents of final stage: List(),2025-09-10
2025-09-10T13:35:52.567Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,19916,Missing parents: List(),2025-09-10
2025-09-10T13:35:52.594Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,19943,"Submitting ResultStage 0 (MapPartitionsRDD[27] at filter at DynamicFrame.scala:165), which has no missing parents",2025-09-10
2025-09-10T13:35:52.665Z,INFO,dag-scheduler-event-loop,org.apache.spark.storage.memory.MemoryStore,20014,"Block broadcast_5 stored as values in memory (estimated size 225.7 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.671Z,INFO,dag-scheduler-event-loop,org.apache.spark.storage.memory.MemoryStore,20020,"Block broadcast_5_piece0 stored as bytes in memory (estimated size 83.0 KiB, actual size: 83.0 KiB, free 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.672Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,20021,"Added broadcast_5_piece0 in memory on 172.39.49.172:37387 (size: 83.0 KiB, free: 5.8 GiB)",2025-09-10
2025-09-10T13:35:52.674Z,INFO,dag-scheduler-event-loop,org.apache.spark.SparkContext,20023,Created broadcast 5 from broadcast at DAGScheduler.scala:1664,2025-09-10
2025-09-10T13:35:52.698Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.DAGScheduler,20047,Submitting 1 missing tasks from ResultStage 0 (MapPartitionsRDD[27] at filter at DynamicFrame.scala:165) (first 15 tasks are for partitions Vector(0)),2025-09-10
2025-09-10T13:35:52.700Z,INFO,dag-scheduler-event-loop,org.apache.spark.scheduler.TaskSchedulerImpl,20049,Adding task set 0.0 with 1 tasks resource profile 0,2025-09-10
2025-09-10T13:35:52.735Z,INFO,dispatcher-CoarseGrainedScheduler,org.apache.spark.scheduler.TaskSetManager,20084,"Starting task 0.0 in stage 0.0 (TID 0) (172.36.232.66, executor 2, partition 0, ANY, 9866 bytes)",2025-09-10
2025-09-10T13:35:53.018Z,INFO,dispatcher-BlockManagerMaster,org.apache.spark.storage.BlockManagerInfo,20367,"Added broadcast_5_piece0 in memory on 172.36.232.66:46411 (size: 83.0 KiB, free: 5.8 GiB)",2025-09-10
